Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Ederson,br BRA,GK,Manchester City,31-012,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
George Edmundson,eng ENG,DF,Ipswich Town,26-364,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,26-226,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.00,0.00,0.00,0.00,0.00,0.31,0.04,0.34,0.31,0.34,Matches,,,,,,,
Samuel Edozie,eng ENG,"DF,FW",Southampton,21-214,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,,,,,,,
Anthony Elanga,se SWE,FW,Nott'ham Forest,22-124,2002,2,2,143,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,3,5,8,0.00,0.00,0.00,0.00,0.00,0.15,0.25,0.40,0.15,0.40,Matches,,,,,,,
Harvey Elliott,eng ENG,FW,Liverpool,21-147,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Julio Enciso,py PAR,MF,Brighton,20-219,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches,,,,,,,
Wataru Endo,jp JPN,MF,Liverpool,31-202,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Evanilson,br BRA,FW,Bournemouth,24-328,1999,1,1,71,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,1,1,2,0.00,0.00,0.00,0.00,0.00,1.03,0.00,1.03,1.03,1.03,Matches,,,,,,,
Jonny Evans,nir NIR,DF,Manchester Utd,36-239,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Eberechi Eze,eng ENG,MF,Crystal Palace,26-061,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.1,13,10,17,0.00,0.00,0.00,0.00,0.00,0.43,0.13,0.56,0.43,0.56,Matches,,,,,,,
Wout Faes,be BEL,DF,Leicester City,26-148,1998,2,2,180,2.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,1,0,0.50,0.00,0.50,0.50,0.50,0.17,0.00,0.17,0.17,0.17,Matches,,,,,,,
Abdul Fatawu Issahaku,gh GHA,"FW,MF",Leicester City,20-174,2004,2,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,8,4,10,0.00,0.50,0.50,0.00,0.50,0.03,0.23,0.26,0.03,0.26,Matches,,,,,,,
João Félix,pt POR,"MF,FW",Chelsea,24-293,1999,1,0,23,0.3,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,3,1,1,3.91,0.00,3.91,3.91,3.91,1.03,0.00,1.03,1.03,1.03,Matches,,,,,,,
Bruno Fernandes,pt POR,"FW,MF",Manchester Utd,29-356,1994,2,2,168,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.8,2.1,8,12,11,0.00,0.00,0.00,0.00,0.00,0.68,0.45,1.12,0.68,1.12,Matches,,,,,,,
Mateus Fernandes,pt POR,"MF,DF",Southampton,20-050,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Enzo Fernández,ar ARG,MF,Chelsea,23-225,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,8,7,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.17,0.11,0.17,Matches,,,,,,,
Mark Flekken,nl NED,GK,Brentford,31-077,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Phil Foden,eng ENG,FW,Manchester City,24-093,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Wesley Fofana,fr FRA,DF,Chelsea,23-256,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
Niclas Füllkrug,de GER,FW,West Ham,31-202,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,2,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50,Matches,,,,,,,
Cody Gakpo,nl NED,FW,Liverpool,25-114,1999,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,
Idrissa Gana Gueye,sn SEN,MF,Everton,34-338,1989,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
Alejandro Garnacho,ar ARG,FW,Manchester Utd,20-059,2004,2,0,56,0.6,0,1,1,0,0,0,0,0,1.4,1.4,0.2,1.6,5,2,8,0.00,1.61,1.61,0.00,1.61,2.24,0.36,2.60,2.24,2.60,Matches,,,,,,,
Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-215,2000,2,2,179,2.0,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,5,12,10,0.50,0.00,0.50,0.50,0.50,0.27,0.15,0.42,0.27,0.42,Matches,,,,,,,
Billy Gilmour,sct SCO,MF,Brighton,23-079,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
João Gomes,br BRA,MF,Wolves,23-199,2001,2,2,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
Rodrigo Gomes,pt POR,"FW,MF",Wolves,21-053,2003,2,1,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,1,12,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,,
Toti Gomes,pt POR,DF,Wolves,25-226,1999,2,2,180,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,2,1,1,0.00,0.50,0.50,0.00,0.50,0.00,0.25,0.25,0.00,0.25,Matches,,,,,,,
Anthony Gordon,eng ENG,FW,Newcastle Utd,23-187,2001,2,2,157,1.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,6,3,14,0.57,0.00,0.57,0.57,0.57,0.27,0.23,0.50,0.27,0.50,Matches,,,,,,,
Ryan Gravenberch,nl NED,MF,Liverpool,22-105,2002,2,2,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Archie Gray,eng ENG,MF,Tottenham,18-170,2006,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jack Grealish,eng ENG,FW,Manchester City,28-354,1995,1,0,20,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47,Matches,,,,,,,
Jacob Greaves,eng ENG,DF,Ipswich Town,23-352,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,,
Marc Guéhi,eng ENG,DF,Crystal Palace,24-047,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Bruno Guimarães,br BRA,MF,Newcastle Utd,26-287,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,17,2,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches,,,,,,,
Marc Guiu,es ESP,FW,Chelsea,18-238,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
İlkay Gündoğan,de GER,MF,Manchester City,33-310,1990,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Malo Gusto,fr FRA,DF,Chelsea,21-102,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,,
Joško Gvardiol,hr CRO,DF,Manchester City,22-219,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,15,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
Erling Haaland,no NOR,FW,Manchester City,24-039,2000,2,2,179,2.0,4,0,4,3,1,1,1,0,2.1,1.3,0.0,1.3,2,2,4,2.01,0.00,2.01,1.51,1.51,1.04,0.00,1.04,0.64,0.64,Matches,,,,,,,
Lewis Hall,eng ENG,DF,Newcastle Utd,19-356,2004,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches,,,,,,,
Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22-181,2002,2,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Marcus Harness,eng ENG,MF,Ipswich Town,28-187,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jack Harrison,eng ENG,FW,Everton,27-283,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,5,3,11,0.00,0.00,0.00,0.00,0.00,0.44,0.09,0.53,0.44,0.53,Matches,,,,,,,
Taylor Harwood-Bellis,eng ENG,DF,Southampton,22-212,2002,2,2,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,,
Kai Havertz,de GER,FW,Arsenal,25-079,1999,2,2,180,2.0,1,1,2,1,0,0,0,0,0.7,0.7,0.1,0.7,4,7,16,0.50,0.50,1.00,0.50,1.00,0.33,0.03,0.36,0.33,0.36,Matches,,,,,,,
Jan Paul van Hecke,nl NED,DF,Brighton,24-082,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,28-216,1996,2,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,,
Dean Henderson,eng ENG,GK,Crystal Palace,27-170,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Mads Hermansen,dk DEN,GK,Leicester City,24-049,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Son Heung-min,kr KOR,FW,Tottenham,32-052,1992,2,2,179,2.0,2,0,2,2,0,0,0,0,1.2,1.2,0.4,1.6,6,9,32,1.01,0.00,1.01,1.01,1.01,0.59,0.19,0.78,0.59,0.78,Matches,,,,,,,
Jack Hinshelwood,eng ENG,DF,Brighton,19-140,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
Mason Holgate,eng ENG,"FW,DF",Everton,27-312,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Callum Hudson-Odoi,eng ENG,FW,Nott'ham Forest,23-296,2000,2,2,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,13,8,18,0.00,0.00,0.00,0.00,0.00,0.06,0.28,0.33,0.06,0.33,Matches,,,,,,,
Will Hughes,eng ENG,MF,Crystal Palace,29-134,1995,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
Dean Huijsen,es ESP,DF,Bournemouth,19-137,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Omari Hutchinson,eng ENG,"FW,MF",Ipswich Town,20-304,2003,2,2,178,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,8,1,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,,,,,,,
Danny Ings,eng ENG,FW,West Ham,32-037,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,3.77,0.00,3.77,3.77,3.77,Matches,,,,,,,
Tim Iroegbunam,eng ENG,MF,Everton,21-060,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,4,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
Alexander Isak,se SWE,FW,Newcastle Utd,24-343,1999,2,2,180,2.0,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,5,2,14,0.00,0.50,0.50,0.00,0.50,0.16,0.17,0.32,0.16,0.32,Matches,,,,,,,
Alex Iwobi,ng NGA,FW,Fulham,28-118,1996,2,2,180,2.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,8,10,17,0.50,0.00,0.50,0.50,0.50,0.13,0.01,0.14,0.13,0.14,Matches,,,,,,,
Nicolas Jackson,sn SEN,FW,Chelsea,23-070,2001,2,2,133,1.5,1,1,2,1,0,0,0,0,0.6,0.6,0.3,1.0,0,4,7,0.68,0.68,1.35,0.68,1.35,0.43,0.24,0.67,0.43,0.67,Matches,,,,,,,
Vitaly Janelt,de GER,MF,Brentford,26-111,1998,2,2,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,,
Daniel Jebbison,eng ENG,FW,Bournemouth,21-016,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,,
Mathias Jensen,dk DEN,MF,Brentford,28-241,1996,2,2,148,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,6,7,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,Matches,,,,,,,
Gabriel Jesus,br BRA,FW,Arsenal,27-148,1997,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Raúl Jiménez,mx MEX,FW,Fulham,33-116,1991,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
João Pedro,br BRA,"MF,FW",Brighton,22-338,2001,2,2,171,1.9,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,6,8,6,0.53,0.00,0.53,0.53,0.53,0.29,0.11,0.40,0.29,0.40,Matches,,,,,,,
Joelinton,br BRA,MF,Newcastle Utd,28-015,1996,2,2,180,2.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.6,2,7,4,0.50,0.00,0.50,0.50,0.50,0.26,0.01,0.28,0.26,0.28,Matches,,,,,,,
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24-218,2000,2,1,124,1.4,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,2,3,0.00,0.73,0.73,0.00,0.73,0.00,0.21,0.21,0.00,0.21,Matches,,,,,,,
Brennan Johnson,wls WAL,FW,Tottenham,23-098,2001,2,2,167,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,2,21,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.24,0.14,0.24,Matches,,,,,,,
Diogo Jota,pt POR,FW,Liverpool,27-269,1996,2,2,149,1.7,1,1,2,1,0,0,0,0,1.6,1.6,0.7,2.2,4,3,13,0.60,0.60,1.21,0.60,1.21,0.94,0.41,1.35,0.94,1.35,Matches,,,,,,,
James Justin,eng ENG,DF,Leicester City,26-188,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
Daichi Kamada,jp JPN,MF,Crystal Palace,28-024,1996,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,,,,,,,
Michael Keane,eng ENG,DF,Everton,31-231,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04,Matches,,,,,,,
Lloyd Kelly,eng ENG,DF,Newcastle Utd,25-328,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Milos Kerkez,hu HUN,DF,Bournemouth,20-296,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,11,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,,
Max Kilman,eng ENG,DF,West Ham,27-098,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,3,10,0,0.00,0.50,0.50,0.00,0.50,0.03,0.08,0.11,0.03,0.11,Matches,,,,,,,
Justin Kluivert,nl NED,"MF,FW",Bournemouth,25-116,1999,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,3,7,13,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16,Matches,,,,,,,
Ibrahima Konaté,fr FRA,DF,Liverpool,25-096,1999,2,1,135,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
Ezri Konsa,eng ENG,DF,Aston Villa,26-311,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,,
Mateo Kovačić,hr CRO,MF,Manchester City,30-115,1994,2,2,139,1.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,2,6,1,0.65,0.00,0.65,0.65,0.65,0.08,0.03,0.11,0.08,0.11,Matches,,,,,,,
Emil Krafth,se SWE,DF,Newcastle Utd,30-027,1994,2,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,,,,,,,
Mohammed Kudus,gh GHA,MF,West Ham,24-027,2000,2,2,177,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,11,4,16,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.33,0.08,0.33,Matches,,,,,,,
Dejan Kulusevski,se SWE,MF,Tottenham,24-126,2000,2,1,78,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,4,8,0.00,1.15,1.15,0.00,1.15,0.00,0.26,0.26,0.00,0.26,Matches,,,,,,,
Roméo Lavia,be BEL,MF,Chelsea,20-236,2004,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.65,0.00,0.65,Matches,,,,,,,
